,HOUSE_TYPE,NEIGHBORHOOD,GROSS_AREA,NET_AREA,NUMBER_OF_ROOMS,AGE_OF_BUİLDİNG,FLOOR_LOCATION,TOTALNUMBER_OF_FLOORS,TYPE_OF_HEATING,NUMBER_OF_BATHROOMS,IS_THERE_BALCONY,IS_IT_FURNISHED,WHO_IS_AT_HOME,ON_BUILDINGS,NAME_OF_BUILDINGS,DUES,AVAILABLE_FOR_CREDIT,TITLE_DEED,WHO_IS_THE_SELLER,IS_IT_VIEWABLE,PRICE
733,Daire,Cumhuriyet Mah.,180,175,4+1,1,5,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.350.000 TL
Kredi Teklifleri"
734,Daire,Adnan Kahveci Mah.,145,120,2+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,450,Evet,Kat Mülkiyetli,Hayır,"3.500.000 TL
Kredi Teklifleri",
735,Daire,Adnan Kahveci Mah.,155,140,3+1,5-10 arası,9,10,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.450.000 TL
Kredi Teklifleri"
736,Daire,Gürpınar Mh.,250,200,5+2,4,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.390.000 TL
Kredi Teklifleri"
737,Daire,Gürpınar Mh.,250,200,5+2,4,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.390.000 TL
Kredi Teklifleri"
738,Daire,Yakuplu Mah.,130,120,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Evet,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.399.999 TL
Kredi Teklifleri"
739,Daire,Kavaklı Mh.,250,210,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Yeni Hayat Konakları,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"6.950.000 TL
Kredi Teklifleri"
740,Daire,Yakuplu Mah.,105,100,2+1,4,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.559.000 TL
Kredi Teklifleri"
741,Daire,Yakuplu Mah.,105,100,2+1,4,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.559.000 TL
Kredi Teklifleri"
742,Daire,Adnan Kahveci Mah.,105,90,2+1,0,2,5,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Bilinmiyor,Emlak Ofisinden,Hayır,"1.750.000 TL
Kredi Teklifleri"
743,Daire,Adnan Kahveci Mah.,57,45,1+1,5-10 arası,2,7,Merkezi (Pay Ölçer),1,Var,Hayır,Kiracılı,Evet,Kalekent Evleri,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.850.000 TL
Kredi Teklifleri"
744,Daire,Adnan Kahveci Mah.,100,90,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,400,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.600.000 TL
Kredi Teklifleri"
745,Daire,Barış Mh.,137,93,2+1,0,10,16,Merkezi (Pay Ölçer),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,822,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"7.000.000 TL
Kredi Teklifleri"
746,Daire,Dereağzı Mh.,185,115,3+1,4,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.750.000 TL
Kredi Teklifleri"
747,Daire,Cumhuriyet Mah.,75,66,1+1,21-25 arası,4,8,Merkezi,1,Yok,Hayır,Kiracılı,Evet,Bizimkent Sitesi,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.000.000 TL
Kredi Teklifleri"
748,Daire,Büyükşehir Mh.,120,110,3+1,26-30 arası,6,8,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Büyükşehir Sitesi,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.950.000 TL
Kredi Teklifleri"
749,Daire,Adnan Kahveci Mah.,160,140,3+1,5-10 arası,10,14,Doğalgaz (Kombi),2,Var,Hayır,Kiracılı,Evet,Mavisu Evleri,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"2.900.000 TL
Kredi Teklifleri"
750,Daire,Adnan Kahveci Mah.,160,140,3+1,5-10 arası,10,14,Doğalgaz (Kombi),2,Var,Hayır,Kiracılı,Evet,Mavisu Evleri,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"2.900.000 TL
Kredi Teklifleri"
751,Daire,Sahil Mah.,300,250,5+2,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Keyif Kavaklı Marin,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"13.950.000 TL
Kredi Teklifleri"
752,Daire,Yakuplu Mah.,160,140,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Burcu Evleri,50,Evet,Kat Mülkiyetli,Hayır,"2.450.000 TL
Kredi Teklifleri",
753,Daire,Yakuplu Mah.,160,140,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Burcu Evleri,50,Evet,Kat Mülkiyetli,Hayır,"2.450.000 TL
Kredi Teklifleri",
754,Daire,Kavaklı Mh.,240,175,4+2,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"8.100.000 TL
Kredi Teklifleri"
755,Daire,Kavaklı Mh.,240,175,4+2,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"8.100.000 TL
Kredi Teklifleri"
756,Daire,Barış Mh.,145,120,3+1,21-25 arası,6,12,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"2.300.000 TL
Kredi Teklifleri"
757,Daire,Barış Mh.,145,120,3+1,21-25 arası,6,12,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"2.300.000 TL
Kredi Teklifleri"
758,Daire,Kavaklı Mh.,104,97,2+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,0,Evet,Kat Mülkiyetli,Hayır,"1.950.000 TL
Kredi Teklifleri",
759,Daire,Barış Mh.,165,145,3+1,21-25 arası,2,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,250,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.950.000 TL
Kredi Teklifleri"
760,Daire,Adnan Kahveci Mah.,185,160,4+2,4,5,6,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"4.750.000 TL
Kredi Teklifleri"
761,Daire,Adnan Kahveci Mah.,400,380,5+2,11-15 arası,8,9,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Alba Residence,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"7.500.000 TL
Kredi Teklifleri"
762,Daire,Adnan Kahveci Mah.,400,380,5+2,11-15 arası,8,9,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Alba Residence,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"7.500.000 TL
Kredi Teklifleri"
763,Daire,Büyükşehir Mh.,125,110,3+1,26-30 arası,12,13,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Büyükşehir Sitesi,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.825.000 TL
Kredi Teklifleri"
764,Daire,Kavaklı Mh.,125,115,2+1,0,1,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,İnşaat Firmasından,Evet,"1.899.000 TL
Kredi Teklifleri"
765,Daire,Yakuplu Mah.,125,110,2+1,5-10 arası,1,7,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,100,Belirtilmemiş,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.970.000 TL
Kredi Teklifleri"
766,Daire,Cumhuriyet Mah.,190,175,3+1,5-10 arası,Bahçe Katı,9,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Saklıhan Konakları,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"5.000.000 TL
Kredi Teklifleri"
767,Daire,Cumhuriyet Mah.,190,175,3+1,5-10 arası,Bahçe Katı,9,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Saklıhan Konakları,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"5.000.000 TL
Kredi Teklifleri"
768,Daire,Adnan Kahveci Mah.,145,140,3+1,5-10 arası,3,9,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,75,Evet,Kat Mülkiyetli,Hayır,"2.275.000 TL
Kredi Teklifleri",
769,Daire,Adnan Kahveci Mah.,145,140,3+1,5-10 arası,3,9,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,75,Evet,Kat Mülkiyetli,Hayır,"2.275.000 TL
Kredi Teklifleri",
770,Daire,Barış Mh.,160,150,3+1,16-20 arası,8,14,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.155.000 TL
Kredi Teklifleri"
771,Daire,Adnan Kahveci Mah.,275,255,4+1,5-10 arası,Giriş Altı Kot 1,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"9.300.000 TL
Kredi Teklifleri"
772,Daire,Adnan Kahveci Mah.,275,255,4+1,5-10 arası,Giriş Altı Kot 1,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"9.300.000 TL
Kredi Teklifleri"
773,Daire,Kavaklı Mh.,115,100,2+1,0,Giriş Katı,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.650.000 TL
Kredi Teklifleri"
774,Daire,Marmara Mah.,145,119,3+1,1,3,5,Doğalgaz (Kombi),2,Var,Evet,Boş,Evet,Deniz İstanbul,Belirtilmemiş,Evet,Kat Mülkiyetli,İnşaat Firmasından,Hayır,"7.499.000 TL
Kredi Teklifleri"
775,Daire,Marmara Mah.,145,119,3+1,1,3,5,Doğalgaz (Kombi),2,Var,Evet,Boş,Evet,Deniz İstanbul,Belirtilmemiş,Evet,Kat Mülkiyetli,İnşaat Firmasından,Hayır,"7.499.000 TL
Kredi Teklifleri"
776,Daire,Cumhuriyet Mah.,115,110,2+1,5-10 arası,Giriş Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.500.000 TL
Kredi Teklifleri"
777,Daire,Gürpınar Mh.,95,80,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.950.000 TL
Kredi Teklifleri"
778,Daire,Gürpınar Mh.,95,80,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.950.000 TL
Kredi Teklifleri"
779,Daire,Marmara Mah.,150,135,3+1,21-25 arası,Yüksek Giriş,8,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,İhlas Marmara Evleri 1. Kısım,275,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.000.000 TL
Kredi Teklifleri"
780,Daire,Kavaklı Mh.,350,320,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Bilinmiyor,Emlak Ofisinden,Evet,"2.870.000 TL
Kredi Teklifleri"
781,Daire,Yakuplu Mah.,110,100,2+1,1,7,16,Merkezi (Pay Ölçer),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Hayır,Kat İrtifaklı,Emlak Ofisinden,Evet,"1.600.000 TL
Kredi Teklifleri"
782,Daire,Kavaklı Mh.,105,100,2+1,2,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.890.000 TL
Kredi Teklifleri"
783,Daire,Cumhuriyet Mah.,160,150,3+1,5-10 arası,6,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.400.000 TL
Kredi Teklifleri"
784,Daire,Cumhuriyet Mah.,160,150,3+1,5-10 arası,6,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.400.000 TL
Kredi Teklifleri"
785,Daire,Kavaklı Mh.,120,110,2+1,0,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Bilinmiyor,Emlak Ofisinden,Evet,"1.450.000 TL
Kredi Teklifleri"
786,Daire,Kavaklı Mh.,150,130,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.650.000 TL
Kredi Teklifleri"
787,Daire,Yakuplu Mah.,100,95,2+1,4,1,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Hayır,"1.490.000 TL
Kredi Teklifleri",
788,Daire,Marmara Mah.,120,100,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.349.000 TL
Kredi Teklifleri"
789,Daire,Kavaklı Mh.,110,90,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,150,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.100.000 TL
Kredi Teklifleri"
790,Daire,Kavaklı Mh.,110,90,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,150,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.100.000 TL
Kredi Teklifleri"
791,Daire,Kavaklı Mh.,130,115,2+1,2,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.099.000 TL
Kredi Teklifleri"
792,Daire,Adnan Kahveci Mah.,105,95,3+1,5-10 arası,2,4,Merkezi (Pay Ölçer),2,Var,Hayır,Kiracılı,Evet,Nevsa Konakları,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"5.500.000 TL
Kredi Teklifleri"
793,Daire,Adnan Kahveci Mah.,105,95,3+1,5-10 arası,2,4,Merkezi (Pay Ölçer),2,Var,Hayır,Kiracılı,Evet,Nevsa Konakları,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"5.500.000 TL
Kredi Teklifleri"
794,Daire,Barış Mh.,145,135,3+1,21-25 arası,9,14,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Evet,Belirtilmemiş,250,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.250.000 TL
Kredi Teklifleri"
795,Daire,Adnan Kahveci Mah.,180,155,3+1,5-10 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.900.000 TL
Kredi Teklifleri"
796,Daire,Gürpınar Mh.,280,240,5+2,4,5,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Hayır,"3.800.000 TL
Kredi Teklifleri",
797,Daire,Gürpınar Mh.,280,240,5+2,4,5,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Hayır,"3.800.000 TL
Kredi Teklifleri",
798,Daire,Büyükşehir Mh.,95,85,2+1,5-10 arası,5,12,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,150,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.850.000 TL
Kredi Teklifleri"
799,Daire,Cumhuriyet Mah.,160,136,3+1,21-25 arası,14,15,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.310.000 TL
Kredi Teklifleri"
800,Daire,Adnan Kahveci Mah.,230,200,4+2,0,Çatı Katı,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.949.500 TL
Kredi Teklifleri"
801,Daire,Kavaklı Mh.,120,100,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"955.000 TL
Kredi Teklifleri"
802,Daire,Gürpınar Mh.,75,70,2+1,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"1.600.000 TL
Kredi Teklifleri"
803,Daire,Dereağzı Mh.,185,155,4+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.669.999 TL
Kredi Teklifleri"
804,Daire,Kavaklı Mh.,145,130,3+1,1,1,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.100.000 TL
Kredi Teklifleri"
805,Daire,Kavaklı Mh.,135,110,3+1,1,Çatı Katı,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"2.050.000 TL
Kredi Teklifleri"
806,Daire,Kavaklı Mh.,135,110,3+1,1,Çatı Katı,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"2.050.000 TL
Kredi Teklifleri"
807,Daire,Adnan Kahveci Mah.,270,220,6+1,2,5,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.750.000 TL
Kredi Teklifleri"
808,Daire,Kavaklı Mh.,120,110,2+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.425.000 TL
Kredi Teklifleri"
809,Daire,Gürpınar Mh.,165,145,3+1,11-15 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,Kiracılı,Hayır,Belirtilmemiş,250,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.475.000 TL
Kredi Teklifleri"
810,Daire,Cumhuriyet Mah.,170,146,3+1,21-25 arası,5,8,Merkezi (Pay Ölçer),2,Var,Hayır,Mülk Sahibi,Evet,Bizimkent Sitesi,400,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"4.000.000 TL
Kredi Teklifleri"
811,Daire,Adnan Kahveci Mah.,125,100,3+1,0,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.800.000 TL
Kredi Teklifleri"
812,Daire,Yakuplu Mah.,285,250,5+2,5-10 arası,6,6,Doğalgaz (Kombi),4,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,60,Evet,Bilinmiyor,Evet,"3.275.000 TL
Kredi Teklifleri",
813,Daire,Yakuplu Mah.,85,75,2+1,4,Bahçe Katı,6,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Hayır,"1.150.000 TL
Kredi Teklifleri",
814,Daire,Adnan Kahveci Mah.,85,65,1+1,3,Yüksek Giriş,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"1.220.000 TL
Kredi Teklifleri"
815,Daire,Adnan Kahveci Mah.,85,65,1+1,3,Yüksek Giriş,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"1.220.000 TL
Kredi Teklifleri"
816,Daire,Kavaklı Mh.,220,200,4+2,4,3,3,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"4.200.000 TL
Kredi Teklifleri"
817,Daire,Adnan Kahveci Mah.,160,145,3+2,0,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.299.000 TL
Kredi Teklifleri"
818,Daire,Kavaklı Mh.,200,170,3+2,0,4,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Marmara Konakları,600,Hayır,Kat İrtifaklı,Emlak Ofisinden,Evet,"3.300.000 TL
Kredi Teklifleri"
819,Daire,Sahil Mah.,105,95,2+1,4,2,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,110,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.600.000 TL
Kredi Teklifleri"
820,Daire,Yakuplu Mah.,165,145,3+2,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.675.000 TL
Kredi Teklifleri"
821,Daire,Yakuplu Mah.,165,145,3+2,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.675.000 TL
Kredi Teklifleri"
822,Daire,Adnan Kahveci Mah.,185,165,3+1,2,2,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.747.500 TL
Kredi Teklifleri"
823,Daire,Adnan Kahveci Mah.,195,180,3+1,16-20 arası,Yüksek Giriş,15,Doğalgaz (Kombi),2,Var,Hayır,Kiracılı,Evet,Emincan Kent Sitesi,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.450.000 TL
Kredi Teklifleri"
824,Daire,Adnan Kahveci Mah.,195,180,3+1,16-20 arası,Yüksek Giriş,15,Doğalgaz (Kombi),2,Var,Hayır,Kiracılı,Evet,Emincan Kent Sitesi,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.450.000 TL
Kredi Teklifleri"
825,Daire,Adnan Kahveci Mah.,160,155,3+1,16-20 arası,10,12,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Simakent Sitesi,Belirtilmemiş,Evet,Kat İrtifaklı,Evet,"3.950.000 TL
Kredi Teklifleri",
826,Daire,Adnan Kahveci Mah.,160,155,3+1,16-20 arası,10,12,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Simakent Sitesi,Belirtilmemiş,Evet,Kat İrtifaklı,Evet,"3.950.000 TL
Kredi Teklifleri",
827,Daire,Cumhuriyet Mah.,120,100,3+1,5-10 arası,13,15,Merkezi (Pay Ölçer),2,Var,Evet,Boş,Hayır,Belirtilmemiş,760,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.800.000 TL
Kredi Teklifleri"
828,Daire,Adnan Kahveci Mah.,160,130,3+1,16-20 arası,15,16,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Banksis Sitesi,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.100.000 TL
Kredi Teklifleri"
829,Daire,Adnan Kahveci Mah.,145,130,3+1,0,2,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,300,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.250.000 TL
Kredi Teklifleri"
830,Daire,Adnan Kahveci Mah.,145,130,3+1,0,2,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,300,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.250.000 TL
Kredi Teklifleri"
831,Daire,Gürpınar Mh.,95,80,2+1,4,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"1.090.000 TL
Kredi Teklifleri"
